filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,61,8,41,[61],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,74,8,40,[74],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,76,12,41,[76],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,176,8,57,[176],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,177,8,51,[177],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,194,8,47,[194],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,202,8,47,[202],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,224,8,42,[224],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,352,8,57,[352],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,353,8,51,[353],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/client.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,370,8,47,[370],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/compressors.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,10,8,40,[10],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/compressors.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,22,4,37,[22],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/compressors.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,36,8,52,[36],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/compressors.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,50,8,52,[50],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/compressors.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,87,8,36,[87],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./baselines/dasha/dasha/compressors.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,108,8,47,[108],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
