filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,end_col_offset,line_range,more_info
./cookiecutter/zipfile.py,request_without_timeout,B113,MEDIUM,LOW,https://cwe.mitre.org/data/definitions/400.html,Call to requests without timeout,43,16,50,[43],https://bandit.readthedocs.io/en/1.8.3/plugins/b113_request_without_timeout.html
./tests/replay/test_dump.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,98,4,38,[98],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./tests/replay/test_dump.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,102,4,41,[102],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./tests/replay/test_dump.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,104,4,46,[104],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./tests/replay/test_dump.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,105,4,36,[105],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./tests/replay/test_load.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,53,4,38,[53],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./tests/replay/test_load.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,56,4,41,[56],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./tests/replay/test_load.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,58,4,45,[58],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./tests/replay/test_load.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,59,4,36,[59],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
./tests/replay/test_replay.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,14,4,51,[14],https://bandit.readthedocs.io/en/1.8.3/plugins/b101_assert_used.html
